Jumlah Bulan Laporan,10,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,2025,,,,,,,,,,,,,,,,,,,
,PROVINSI SUMATERA SELATAN,,,,,,,,,,,,,,,,,,,
,KAB. BANYUASIN,KAB. EMPAT LAWANG,KAB. LAHAT,KAB. MUARA ENIM,KAB. MUSI BANYUASIN,KAB. MUSI RAWAS,KAB. MUSI RAWAS UTARA,KAB. OGAN ILIR,KAB. OGAN KOMERING ILIR,KAB. OGAN KOMERING ULU,KAB. OGAN KOMERING ULU SELATAN,KAB. OGAN KOMERING ULU TIMUR,KAB. PENUKAL ABAB LEMATANG ILIR,KOTA LUBUK LINGGAU,KOTA PAGAR ALAM,KOTA PALEMBANG,KOTA PRABUMULIH,All,,
INDUSTRI PERALATAN PENERANGAN LISTRIK (TERMASUK PERALATAN PENERANGAN BUKAN LISTRIK),,,,,,,,,,,,,,,,237174947,,237174947,,
INDUSTRI PERALATAN PENGONTROL DAN PENDISTRIBUSIAN LISTRIK,,,,,,,,,,,,,,,,2223176449,,2223176449,,
INDUSTRI PERALATAN RUMAH TANGGA,,,658813063,1797193019,283214935,85767054,,341183978,392577134,158296315,,,16311754,652510412,112808584,4102631355,86366408,8687674011,,
INDUSTRI PESAWAT TERBANG DAN PERLENGKAPANNYA,,,,,,,,,,,,,,,,,,,,
INDUSTRI PESTISIDA DAN PRODUK AGROKIMIA LAINNYA,,,,,,,,,,,,,,,,3919330621,,3919330621,,
INDUSTRI PLASTIK DAN KARET BUATAN DALAM BENTUK DASAR,,,,50812216,123064295,,,27689535,185406492,384095869,,,,138128988,,27416955383,186758639,28512911417,,
INDUSTRI PRODUK DARI BATU BARA,,,,4175000400,,,,,,,,12935860,,,,396770713,40379135,4625086108,,
INDUSTRI PRODUK MAKANAN LAINNYA,79551030,,412585443,1026308733,1717895668,5279107,,762631793,1869992117,2798839142,,,15393496,1768960332,4244737879,122379656801,215888449,137297719990,,
INDUSTRI PRODUK PENGILANGAN MINYAK BUMI LAINNYA,,,,,,,,,,,,,,,,75375649,,75375649,,
INDUSTRI PRODUK ROTI DAN KUE,73146945,,,20901829,311177445,,,167220454,758064688,430088418,,110868058,11552426,5458976239,1164898779,25419829320,3063572098,36990296699,,
INDUSTRI PUPUK DAN BAHAN SENYAWA NITROGEN,,52614730,,,,,,71326026,,41283329,,,,241038256,76016154,3272874268928,,3273356547423,,
INDUSTRI REMILLING KARET,,,,,,,,,,,,,,,,1803124534,,1803124534,,
INDUSTRI ROKOK DAN PRODUK TEMBAKAU LAINNYA,,,,,,,,290249994,,,,,,,,,,290249994,,
"INDUSTRI SABUN DAN DETERJEN, BAHAN PEMBERSIH DAN PENGILAP, PARFUM DAN KOSMETIK",,,,,,,,,,512650141,,,,25957727185,,393712033,,26864089359,,
"INDUSTRI SEMEN, KAPUR DAN GIPS",15933337,,,684384965,,73998230,,3110789,1000000000,90999491,,,,8628629635,318223139,378396734772,659355059,389871369417,,
INDUSTRI SEPEDA MOTOR RODA DUA DAN TIGA,10682641,382477531,71830479,,30718368,,,174136608,98981548,27746132,,,,294072409,119484127,989843467,66874068,2266847378,,
INDUSTRI SERAT BUATAN,,,,,,,,,,,,,,,,,150117578,150117578,,
INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,,,,876600178,21350376,,,63489165,1959688077,40043727,,,,,150052033,807908379,831615771,4750747706,,
INDUSTRI TEKSTIL LAINNYA,,,,114511933,183306642,,,124509093,2677551226,190124808,,,15125560,48318898385,4716018,6564951735,,58193695400,,
INDUSTRI TEMPE & TAHU KEDELAI,,74901752,1855745198,2132437536,1537632305,127352145,,92442910,2286182391,3933340228,,4198914,114704093,3975487665,2721400096,12367788720,2251685981,33475299934,,
INFORMASI DAN KOMUNIKASI,,,,,,,,,,,,,,,,,,,,
"INSTALASI SISTEM KELISTRIKAN, AIR (PIPA) DAN INSTALASI KONSTRUKSI LAINNYA",1250000000,,,,,,1114881079,41960902,,,,,,388579580,,48668997018,1300000000,52764418579,,
JAMINAN SOSIAL WAJIB,,,,,,,,,,,,,,,,,,,,
JASA BUDIDAYA IKAN AIR PAYAU,,,,,,,,,,,,,,,,17312042,,17312042,,
JASA BUDIDAYA IKAN AIR TAWAR,,,,6045221,,,,,84228706,93880404,,,,2696135728,76278116,6521808444,,9478376619,,
JASA BUDIDAYA IKAN LAUT,,,,,,,,,,,,,,,,67243567,,67243567,,
JASA IMPRESARIAT BIDANG SENI,,,,,,,,,,,,,,,,815329100,,815329100,,
JASA NILAI TAMBAH TELEPONI & JASA MULTIMEDIA,,,154943590,,,,,,4639115282,387049913,,,,159595112,158437461,19392199202,174945626,25066286186,,
JASA PENANGKAPAN IKAN DI LAUT,,,,,36007867,3565383317,,237619238,,264383004,,26812241,,59340639,730003360,974077822,485972026,6379599514,,
JASA PENANGKAPAN IKAN DI PERAIRAN UMUM,,,1111379516,511552437,1678020852,,,,1934777258,2141271238,,,,3539411738,1062409787,9960645649,230672028,22170140503,,
JASA PENUNJANG KEHUTANAN,,,,,,,,,,,,,,,28425366,80477100066,,80505525432,,
JASA PENUNJANG PERTANIAN DAN PASCA PANEN,,,1177892739,888010552,3115797319,125886372,,23583148,2341241814,10268617329,,2073388816,,10645512586,5940969409,137546230664,1219334740,175366465488,,
JASA RESERVASI LAINNYA DAN KEGIATAN YBDI,,,,,,,,,,,,,,,,2344252599,,2344252599,,
KAWASAN INDUSTRI,,,,,,,,,,,,,,,,70373323298,,70373323298,,
KAWASAN PARIWISATA,,,,,,,,,943176184,,,,,,,566534059,,1509710243,,
KEGIATAN PENUKARAN VALUTA ASING (MONEY CHANGER),,,,,,,,,1880367,,,,,,,,,1880367,,
KEGIATAN PENUNJANG PENDIDIKAN,,,,,,,,,,,,,,,,1109124413,,1109124413,,
"KESENIAN, HIBURAN DAN REKREASI",,,,,,,,,,,,,,,,,,,,
KETENAGALISTRIKAN LAINNYA,,,,5000000000,,,,,2000000000,,,,,43762226,,109322991759,,116366753985,,
KETENAGALISTRIKAN PEDESAAN,,,,,,,,,,1000000000,,,,,,1505000000,,2505000000,,
KONSTRUKSI,,,,,,,,,,,,,,,,,,,,
